DISTRICT,REGION,tvi_pca,tvi_equal,tvi_pca_lisa_label,tvi_pca_gi_star,tvi_pca_gi_p,tvi_equal_lisa_label,tvi_equal_gi_star,tvi_equal_gi_p
BUILSA SOUTH,UPPER EAST,3.808350338166218,1.3605683450604156,High-High,-1.2509927207160723,0.018,High-High,-1.1162572208155228,0.019
BUILSA NORTH,UPPER EAST,2.289661627296692,0.6902867671441046,High-High,-1.3960064474430416,0.04,Not significant,-1.1878045659878957,0.051
BINDURI,UPPER EAST,4.244740877777323,1.437755980391087,High-High,-1.715420898241753,0.019,High-High,-1.4350933018635603,0.029
PUSIGA,UPPER EAST,3.251384586189305,0.9781245109768912,High-High,-1.5942421049295175,0.034,Not significant,-1.277784948438676,0.061
BAWKU MUNICIPAL,UPPER EAST,1.12798600860472,0.1862985546824052,High-High,-1.8247584023571073,0.002,High-High,-1.5419684802425149,0.002
NORTH GONJA,SAVANNAH,4.552260436735496,2.0155340862991653,High-High,-1.9363851568562294,0.001,High-High,-2.0512242176864803,0.001
WEST GONJA,SAVANNAH,2.219819282137765,0.6396855737860045,High-High,-1.9645870108970251,0.001,High-High,-2.0395559810718074,0.001
MION,NORTHERN,3.4387962753097114,1.3445965314340178,High-High,-1.5116865551757508,0.001,High-High,-1.566548434349017,0.001
YENDI MUNICIPAL,NORTHERN,2.430665448783131,0.8376191671661917,High-High,-1.376102560131379,0.01,High-High,-1.3248638779274446,0.005
TOLON,NORTHERN,4.431878176625472,1.8961064967147447,High-High,-1.7817411675293344,0.003,High-High,-1.8670741538879092,0.001
KUMBUNGU,NORTHERN,3.766316284026805,1.4839441210379285,High-High,-1.8978391261074696,0.001,High-High,-2.0348904386430293,0.001
WEST MAMPRUSI MUNICIPAL,NORTHERN EAST,3.116322450137782,1.0232237149997172,High-High,-1.8066673194762066,0.001,High-High,-1.755022211603745,0.001
MAMPRUGU MOAGDURI,NORTHERN EAST,2.0055779216554366,0.9957330807659556,High-High,-1.6333901061246174,0.001,High-High,-1.63443508449101,0.001
ZABZUGU,NORTHERN,2.7081820101707264,1.0517894942882642,High-High,-1.3506236700277041,0.017,High-High,-1.3452153805350284,0.005
TATALE SANGULI,NORTHERN,2.778796652612156,1.1529290487585582,Not significant,-1.436711638576931,0.139,Not significant,-1.3910990635302964,0.136
SENE EAST,BONO EAST,1.2648926851932871,0.5087791429772707,Not significant,-0.524885687450578,0.126,Not significant,-0.6005157870844162,0.05
BIBIANI-ANHWIASO-BEKWAI MUNICIPAL,WESTERN NORTH,-1.2260010651440514,-0.7063527688041212,Not significant,0.19071482270988746,0.411,Not significant,0.13983608901886424,0.467
SENE WEST,BONO EAST,-0.3553292063642634,-0.3353215351529981,Not significant,-0.5682930245021648,0.084,Not significant,-0.5822615913772659,0.04
UPPER DENKYIRA EAST MUNICIPAL,CENTRAL,-0.4371409592213413,-0.1784703454973773,Not significant,0.05751522657848017,0.496,Not significant,-0.11198542932306839,0.316
ASUTIFI NORTH,AHAFO,-0.5255935047515108,-0.3524779908654664,Not significant,0.5384166176128584,0.073,Low-Low,0.7725423124931466,0.019
AHAFO ANO NORTH,ASHANTI,-1.043775263890663,-0.4365830369747221,Not significant,0.3585389045399954,0.278,Not significant,0.4774459912863161,0.203
AMANSIE CENTRAL,ASHANTI,-0.3631204424337886,-0.1229756241598309,Not significant,0.2726087987638965,0.23,Not significant,0.1704761172343183,0.349
AMANSIE WEST,ASHANTI,0.4008349338629061,0.3005596649200978,Not significant,0.3242538002779196,0.153,Not significant,0.2834025933425024,0.144
ASUTIFI SOUTH,AHAFO,-0.5139187071943183,-0.3049946274793652,Not significant,0.35375001472204315,0.168,Not significant,0.4573377028140196,0.088
TECHIMAN MUNICIPAL,BONO EAST,-1.9178267588538205,-0.9429049939792876,Not significant,0.43384804702832314,0.206,Not significant,0.642170726804003,0.069
UPPER DENKYIRA WEST,CENTRAL,-0.6651746411225452,-0.0654619335481742,Not significant,0.157564081259433,0.404,Not significant,0.07059465324085495,0.469
TECHIMAN NORTH,BONO EAST,-1.22441002223369,-0.6381210703518607,Not significant,0.39742543963569366,0.258,Not significant,0.6407691963683841,0.104
CAPE COAST METROPOLITAN,CENTRAL,-1.7368832752073031,-0.6335369781640763,Not significant,0.22675060048430618,0.47,Not significant,0.04962546773314069,0.332
KOMENDA-EDINA-EGUAFO-ABIREM MUNICIPAL,CENTRAL,0.0679552288480343,0.1980696196021046,Not significant,0.27067222504105454,0.25,Not significant,0.08820791102169774,0.396
BANDA,BONO,1.0955768833366093,0.3218421065844313,Not significant,-0.11836550983055046,0.454,Not significant,0.10133971194238894,0.357
SEFWI-WIAWSO,WESTERN NORTH,-0.459917430562289,-0.2700549757870396,Not significant,0.27125609143755375,0.219,Not significant,0.30837060112338677,0.195
JAMAN NORTH,BONO,-0.9128477796501612,-0.5910428757411442,Not significant,0.3461236527894738,0.273,Not significant,0.5996595088714806,0.125
ASUNAFO SOUTH,AHAFO,-0.5140933290342086,-0.0355447251041335,Not significant,0.2946297755148051,0.249,Not significant,0.3692692822444758,0.15
TAIN,BONO,-0.5324154844629101,-0.3590996213646515,Not significant,0.3009487067660342,0.245,Not significant,0.5166223048149142,0.101
NKORANZA SOUTH,BONO EAST,-0.9849092408898468,-0.5674940583556957,Not significant,0.355105774004496,0.271,Not significant,0.5292705641703156,0.181
SEKYERE KUMAWU,ASHANTI,-0.3134135942167989,-0.0580513686777953,Not significant,0.13981515104338788,0.394,Not significant,0.05118590849609287,0.488
BOLE,SAVANNAH,1.7859872961265308,0.5541979101878711,High-High,-1.1288704910422438,0.008,High-High,-1.0221688748304285,0.003
SEKYERE AFRAM PLAINS NORTH,ASHANTI,1.1878499932964517,0.685922135333592,Not significant,-0.11031675391790671,0.458,Not significant,-0.152056252528117,0.444
ASANTE AKIM NORTH,ASHANTI,-0.8923617332198177,-0.3157801558517634,Not significant,0.2551890532785803,0.325,Not significant,0.21557951971081885,0.389
ASANTE AKIM CENTRAL MUNICIPAL,ASHANTI,-1.2063983418749018,-0.5533738930987958,Not significant,0.468314548492378,0.125,Not significant,0.47455242847683204,0.124
KINTAMPO NORTH MUNICIPAL,BONO EAST,0.6392700578729897,0.1288967384383452,High-High,-0.8238052253349939,0.043,High-High,-0.739729894383366,0.032
ASOKORE MAMPONG MUNICIPAL,ASHANTI,-1.602513566186329,-0.692939010999574,Low-Low,0.9773859687704279,0.008,Low-Low,1.0223129699496052,0.003
ATEBUBU AMANTIN,BONO EAST,-0.0377423324057842,-0.1308818982192754,Not significant,-0.08979772025513508,0.381,Not significant,-0.061496838369978074,0.353
KWADASO MUNICIPAL,ASHANTI,-2.252727457612132,-0.8989410955777918,Low-Low,1.0332041521827113,0.005,Low-Low,1.0872794782729318,0.001
KPANDAI,NORTHERN,1.5155722250996857,0.7125842705311172,High-High,-1.0448597253102878,0.018,High-High,-1.2817510841953437,0.002
EJISU MUNICIPAL,ASHANTI,-1.1974054904746445,-0.5103639004594515,Low-Low,0.651200327586856,0.031,Low-Low,0.6638834990551169,0.023
NKWANTA NORTH,OTI,1.9958205013016763,1.0930691642870944,Not significant,-0.8900769204784746,0.117,Not significant,-1.102284508424279,0.062
BIAKOYE,OTI,-0.1110217616909774,-0.0107359436936771,Not significant,0.12166449951760544,0.394,Not significant,0.1391405688280962,0.385
WASSA AMENFI EAST,WESTERN,0.4344586254360316,0.3360724162476616,Not significant,0.12915475929173753,0.319,Not significant,0.01336380648019724,0.452
CENTRAL GONJA,SAVANNAH,4.657088499559454,1.9092266354952736,High-High,-1.454133446252637,0.002,High-High,-1.4898126372450782,0.001
TEMA WEST MUNICIPAL,GREATER ACCRA,-2.9438517264678383,-0.9865859508589488,Not significant,1.3791646628500367,0.098,Not significant,1.123118752446767,0.181
ASHAIMAN MUNICIPAL,GREATER ACCRA,-2.6020953701605243,-0.91071694287661,Not significant,1.2652585859410934,0.117,Not significant,1.112582790704853,0.135
PRU EAST,BONO EAST,0.0228867228383158,-0.0848430418678022,Not significant,-0.523230086037201,0.116,Not significant,-0.46709190216162294,0.09
KPONE KATAMANSO,GREATER ACCRA,-2.079646365171536,-0.671687337558844,Low-Low,1.0264206017123576,0.006,Low-Low,0.8749918126968856,0.014
SAVELUGU,NORTHERN,3.1344999786696315,1.2513477807649798,High-High,-1.8475941081376714,0.003,High-High,-1.8510360526060967,0.002
TAMALE METROPOLITAN,NORTHERN,0.0929452170644402,0.006235541085432,High-High,-1.7873244939874293,0.001,High-High,-1.9173398006379383,0.001
KARAGA,NORTHERN,4.05395029421899,1.6331519658363582,High-High,-1.932264992436826,0.001,High-High,-1.9152885252240366,0.001
NORTH EAST GONJA,SAVANNAH,4.190842663659907,1.831789744924012,High-High,-0.9529198165825618,0.01,High-High,-0.994108178601184,0.003
SOUTH DAYI,VOLTA,0.1445422034045421,-0.0224822336376578,Not significant,-0.058306313095405835,0.435,Not significant,0.019370046169476234,0.445
TEMPANE,UPPER EAST,4.441891604499848,1.55530161735566,High-High,-1.7058348151317715,0.017,High-High,-1.421046624512202,0.038
BOLGA  EAST,UPPER EAST,0.514532088762876,-0.0287132987601177,High-High,-1.5018912671432056,0.002,Low-High,-1.2954429359411488,0.003
YUNYOO-NASUAN,NORTHERN EAST,4.910165603146773,1.850303727443406,High-High,-2.0655109447177558,0.004,High-High,-1.9509179091267226,0.002
NANTON,NORTHERN,2.970629072330241,1.1769868733450255,High-High,-1.4847323802773857,0.006,High-High,-1.5254258401373462,0.004
ASSIN FOSU,CENTRAL,-1.3522131679992266,-0.4576613250883656,Not significant,0.28473998129563993,0.383,Not significant,0.17545574600707692,0.496
GOMOA CENTRAL,CENTRAL,-0.517653609658988,-0.0146987231058143,Not significant,0.23250020963759446,0.373,Not significant,-0.004326561230352824,0.448
PRU WEST,BONO EAST,0.3886150353986822,0.1710503805443638,Not significant,-0.1760423236547217,0.321,Not significant,-0.027844644327300067,0.461
BEREKUM WEST,BONO,-1.3126949597037652,-0.688925439277407,Not significant,0.7084242699991998,0.093,Low-Low,0.9814518092060973,0.018
AHAFO ANO SOUTH WEST,ASHANTI,-0.2990877610442236,-0.0870693028693258,Not significant,0.21031869159168234,0.298,Not significant,0.2918837077468966,0.211
AMANSIE SOUTH,ASHANTI,-0.2271081751721367,0.1009327840842577,Not significant,0.23924048390435448,0.279,Not significant,0.19168996594619703,0.307
ATWIMA NWABIAGYA NORTH,ASHANTI,-1.1952394340964776,-0.5187132406558942,Not significant,0.5825610610407356,0.084,Not significant,0.6221929609724073,0.066
ADANSI AKROFUOM,ASHANTI,0.4188137673066506,0.2784009987639522,Not significant,0.2905537803191053,0.158,Not significant,0.19506564761994183,0.232
ADANSI NORTH,ASHANTI,-1.023766872927765,-0.3979528980914415,Not significant,0.4564866368899446,0.123,Not significant,0.4215898950998772,0.155
OBUASI EAST,ASHANTI,-1.489306741772931,-0.6739192675461422,Not significant,0.41966025497999465,0.266,Not significant,0.38132735224927256,0.351
AFIGYA KWABRE NORTH,ASHANTI,0.1163818359582427,0.0465819378804131,Not significant,0.23937731937963655,0.274,Not significant,0.24865402888445767,0.285
KUMASI METROPOLITAN,ASHANTI,-2.405662849545586,-0.9571594714125736,Low-Low,1.1902415093095646,0.001,Low-Low,1.255858241649913,0.001
OFORIKROM MUNICIPAL,ASHANTI,-2.027216465861971,-0.7667966194581494,Low-Low,0.9815832514242214,0.008,Low-Low,1.045960199006707,0.002
ASOKWA  MUNICIPAL,ASHANTI,-2.7221447348250707,-1.1892860187184993,Low-Low,1.044115337508292,0.008,Low-Low,1.0875531077716523,0.004
OLD TAFO MUNICIPAL,ASHANTI,-2.107494680636043,-0.828837136708895,Low-Low,1.009330467365564,0.007,Low-Low,1.0576144574164932,0.003
SUAME MUNICIPAL,ASHANTI,-2.2984783973131755,-0.9167930500954782,Low-Low,1.0079783368055077,0.007,Low-Low,1.0552400505037582,0.001
JUABEN MUNICIPAL,ASHANTI,-0.5824025644536868,-0.2222241095924652,Not significant,0.5541552623152317,0.073,Not significant,0.6097566448695022,0.042
ABLEKUMA CENTRAL MUNICIPAL,GREATER ACCRA,-1.994559229378307,-0.6399609524066635,Low-Low,1.323997918196519,0.002,Low-Low,1.1487229748457966,0.002
KORLE KLOTTEY MUNICIPAL,GREATER ACCRA,-2.624232284453809,-0.905230985451916,Low-Low,1.2549494360745135,0.001,Low-Low,1.06452563884895,0.001
ABLEKUMA NORTH MUNICIPAL,GREATER ACCRA,-2.812605183642497,-0.9671096543773258,Low-Low,1.2701766273661366,0.001,Low-Low,1.0794185109504755,0.001
AYAWASO NORTH MUNICIPAL,GREATER ACCRA,-1.665691454090401,-0.5411299118144602,Low-Low,1.242151716753806,0.001,Low-Low,1.057992329125471,0.003
AYAWASO EAST MUNICIPAL,GREATER ACCRA,-1.2453773933793484,-0.3304076115855898,Low-Low,1.2368141002030697,0.001,Low-Low,1.0463025189678032,0.002
OKAIKWEI NORTH MUNICIPAL,GREATER ACCRA,-2.587437001581376,-0.9031456486702216,Low-Low,1.3105030312396997,0.001,Low-Low,1.1438003596922275,0.001
GA NORTH MUNICIPAL,GREATER ACCRA,-2.3842591748497046,-0.7964007730534545,Low-Low,1.2823160907857531,0.004,Low-Low,1.113762818057108,0.005
WEIJA GBAWE MUNICIPAL,GREATER ACCRA,-2.4545807838370584,-0.7956431635540229,Low-Low,1.1432089322807677,0.001,Low-Low,0.8939266094453662,0.006
KROWOR MUNICIPAL,GREATER ACCRA,-2.4812264444056136,-0.7563695924358745,Low-Low,1.380659353006091,0.007,Low-Low,1.1648353528397275,0.013
TEMA METROPOLITAN,GREATER ACCRA,-2.1586426312893794,-0.6107848249733946,Low-Low,1.3791646628500367,0.009,Low-Low,1.123118752446767,0.021
EAST GONJA MUNICIPAL,SAVANNAH,1.5647596537482074,0.5328499631019402,High-High,-1.0366439287291926,0.022,High-High,-1.0547487701929499,0.008
ABLEKUMA WEST MUNICIPAL,GREATER ACCRA,-2.430825962549212,-0.7860441894376966,Low-Low,1.3056267082769357,0.002,Low-Low,1.1178643651772742,0.002
AYAWASO CENTRAL MUNICIPAL,GREATER ACCRA,-2.4748112084632967,-0.7555582622459008,Low-Low,1.1697879598076906,0.002,Low-Low,0.9840169782647545,0.011
ACCRA METROPOLIS,GREATER ACCRA,-2.3845682356141915,-0.7860091353579418,Low-Low,1.323997918196519,0.002,Low-Low,1.1487229748457966,0.002
ANLOGA,VOLTA,1.14899517874723,0.6127568003082897,Not significant,-0.3578268017152657,0.325,Not significant,-0.48449656785793843,0.238
SEKONDI TAKORADI METROPOLIS,WESTERN,-2.082721647791606,-0.85688539301895,Not significant,0.5213256280896233,0.227,Not significant,0.4314514990491809,0.346
KWAHU SOUTH,EASTERN,-0.0570469910923767,-0.0466571090198485,Not significant,0.3465860094668602,0.165,Not significant,0.4169756415729774,0.131
ASENE AKROSO MANSO,EASTERN,-0.5128342646193725,-0.2143752686304424,Not significant,0.31678432117688415,0.216,Not significant,0.3503126432195967,0.187
UPPER MANYA,EASTERN,-0.8461395043034512,-0.3301442226930414,Not significant,0.3608853971427182,0.169,Not significant,0.3832760207834522,0.162
ACHIASE,EASTERN,0.427564229355143,0.1836450573464834,Not significant,0.0854069754441052,0.395,Not significant,0.08428238295624402,0.413
OKERE,EASTERN,-0.7709888960828418,-0.2493271379018812,Low-Low,0.754281258310176,0.039,Low-Low,0.8140478319340274,0.018
YILO KROBO,EASTERN,-1.2443529133755635,-0.4965403300987467,Low-Low,0.7608040772879572,0.006,Low-Low,0.8463549907151889,0.002
ATIWA WEST,EASTERN,-1.1125982495779223,-0.4423605042993761,Not significant,0.5011167022077797,0.081,Low-Low,0.5806572178232468,0.046
NEW JUABEN NORTH MUNICIPAL,EASTERN,-2.188430788319207,-0.9923409254320888,Low-Low,0.8865122434132199,0.009,Low-Low,1.0013125447058904,0.007
FANTEAKWA NORTH,EASTERN,-0.6996832439458622,-0.306467193783025,Not significant,0.3726300596432097,0.188,Not significant,0.4235654601601617,0.176
BIRIM NORTH,EASTERN,-1.0911649183916576,-0.563694273733554,Not significant,0.5690203830898466,0.112,Not significant,0.7407438206572463,0.051
ASUOGYAMAN,EASTERN,-0.8259151298990852,-0.3941342172921807,Not significant,0.2622858306577656,0.388,Not significant,0.2836540483346847,0.408
KWAHU EAST,EASTERN,-0.518983907765682,-0.2105776681575786,Not significant,0.2795295684599369,0.345,Not significant,0.32299510760051886,0.304
KWAHU WEST,EASTERN,-1.4891253467776793,-0.7195674252177984,Not significant,0.4569947587169615,0.234,Not significant,0.588633172611237,0.158
LOWER MANYA,EASTERN,-0.7698347179303097,-0.3582613129161187,Not significant,0.4967877091373279,0.185,Not significant,0.5544302595724657,0.153
NSAWAM ADOAGYIRI,EASTERN,-1.509891593849196,-0.5556303696665535,Not significant,0.3865645859505846,0.363,Not significant,0.2478741695779948,0.498
AKWAPEM SOUTH,EASTERN,-1.1562311581129745,-0.398938524016648,Not significant,0.5070706343536538,0.21,Not significant,0.44870044406819143,0.252
DENKYEMBOUR,EASTERN,-1.1179028988928823,-0.5955421322494562,Not significant,0.5332946330210357,0.078,Not significant,0.6466382447825519,0.037
KWAEBIBIREM,EASTERN,-0.9642712483379132,-0.478667184442652,Not significant,0.5407217413581337,0.086,Low-Low,0.6917556263241273,0.035
KWAHU AFRAM PLAINS SOUTH,EASTERN,-0.0160455353987689,0.0552364918870378,Not significant,0.14669792378887642,0.366,Not significant,0.13140218493235806,0.383
KWAHU AFRAM PLAINS NORTH,EASTERN,0.4880793327595769,0.2727431996535726,Not significant,0.16025299233144,0.325,Not significant,0.1381090514519528,0.318
SUHUM MUNICIPAL,EASTERN,-1.61645212790177,-0.6482757578060468,Low-Low,0.7583741222011767,0.023,Low-Low,0.829374465676267,0.02
AYENSUANO,EASTERN,-0.2543057846857023,0.044779022169747,Not significant,0.4728148191196544,0.065,Not significant,0.4398005448226754,0.062
ABUAKWA SOUTH,EASTERN,-0.7957736274526265,-0.3736757510348926,Low-Low,0.6699648904124968,0.016,Low-Low,0.722755228156002,0.014
UPPER WEST AKIM,EASTERN,0.0484829160811892,0.2016450523609151,Not significant,0.31028931429666223,0.221,Not significant,0.22456308660537797,0.271
WEST AKIM,EASTERN,-0.6570086628501617,-0.2788150821193557,Not significant,0.3232385724296106,0.236,Not significant,0.30007393022799494,0.275
AKYEM MANSA,EASTERN,-0.6462759053330223,-0.3187563694133019,Not significant,0.5511395785399699,0.07,Low-Low,0.7030042448918042,0.027
ATIWA EAST,EASTERN,-1.0840081164516402,-0.5548180352127525,Not significant,0.5357708383300903,0.063,Low-Low,0.6568851969985579,0.024
NEW JUABEN SOUTH MUNICIPAL,EASTERN,-2.731407519612429,-1.2018855496786172,Low-Low,0.8454793450854454,0.026,Low-Low,0.9272194106356153,0.023
BIRIM SOUTH,EASTERN,-0.4000400024019476,-0.1518014366745359,Not significant,0.3274032342974217,0.243,Not significant,0.3913208706125693,0.203
ABUAKWA NORTH,EASTERN,-1.2717051112999498,-0.5603112494458496,Low-Low,0.7505104731122101,0.038,Low-Low,0.857729153802268,0.019
AKWAPEM NORTH,EASTERN,-0.8417810146872551,-0.3689085594228017,Low-Low,0.6629919145694669,0.035,Low-Low,0.6609494374389956,0.043
FANTEAKWA SOUTH,EASTERN,-1.4505786473498865,-0.6280836860818291,Not significant,0.5734254384628014,0.058,Low-Low,0.6484526166868179,0.033
BIRIM CENTRAL MUNICIPAL,EASTERN,-1.912012328405068,-0.8933136089122397,Not significant,0.4947586713766301,0.238,Not significant,0.6107305908354708,0.185
